name,materialRef,seriesName,season,episodeNumber,projectType,startDate,deadline,writtenAt,mixedAt,deliveredAt,mixStatus,status,deliveryStatus,vsStatus,pageCount,durationMin,redacteurId,techSonId,broadcastChannel,isMixed,isWritten,isDelivered,isNarrated,isAINarrator,workflowStep,language,totalEpisodes
untueurdansmafamille-2_201-g05915_2026-5-12_temoin_31675613,g05915,untueurdansmafamille,2,201,SERIE_EMISSION,2026-04-01,2026-05-12,2026-04-06,2026-04-07,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,3,43.97,user006,user010,temoin,True,True,False,True,True,DISPATCH,fr,0
lelotdudiable-1_2-g05162_2026-6-8_tva_31256553,g05162,lelotdudiable,1,2,SERIE_EMISSION,2026-03-23,2026-06-08,2026-04-15,2026-04-16,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,5,46.33,user007,user011,tva,True,True,False,True,True,DISPATCH,fr,0
tuezvousetesfilme-2_202-g04898_2026-5-6_temoin_31162480,g04898,tuezvousetesfilme,2,202,SERIE_EMISSION,2026-03-31,2026-05-06,2026-04-08,2026-04-10,2026-04-10,FAIT,FAIT,PAS_ENCORE,AI,28,44.68,user006,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
hautpotentiel-2_20-g05594_2026-5-13_tva_31675864,g05594,hautpotentiel,2,20,SERIE_EMISSION,2026-04-01,2026-05-13,2026-04-13,2026-04-14,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,12,44.72,user001,user010,tva,True,True,False,True,True,DISPATCH,fr,0
pekinexpress-20_1-g06045_2026-6-10_evasion_31620391,g06045,pekinexpress,20,1,SERIE_EMISSION,2026-03-31,2026-06-10,2026-04-03,2026-04-03,2026-04-03,FAIT,FAIT,PAS_ENCORE,AI,23,121.7,user008,user010,evasion,True,True,False,True,True,DISPATCH,fr,0
untueurdansmafamille-2_2-g05916_2026-5-19_temoin_31626956,g05916,untueurdansmafamille,2,2,SERIE_EMISSION,2026-03-31,2026-05-19,2026-04-08,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,6,44.15,user006,user003,temoin,True,True,False,True,True,DISPATCH,fr,0
mangezsainementavecjamie-1_2-g06021_2026-5-20_zeste_31621153,g06021,mangezsainementavecjamie,1,2,SERIE_EMISSION,2026-04-02,2026-05-20,2026-04-06,2026-04-07,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,2,50.43,user006,user010,zeste,True,True,False,True,True,DISPATCH,fr,0
larecrue-7_11-g04334_2026-6-10_tva_30960805,g04334,larecrue,7,11,SERIE_EMISSION,2026-03-23,2026-06-10,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,41.97,user002,,tva,False,False,False,False,False,DISPATCH,fr,0
batiraveclesbaeumler-1_3-g05946_2026-5-21_casa_31678602,g05946,batiraveclesbaeumler,1,3,SERIE_EMISSION,2026-03-31,2026-05-21,2026-04-08,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,6,45.23,user006,user011,casa,True,True,False,True,True,DISPATCH,fr,0
ninjaassassin-0_m6932a_2026-4-10_addik_9660530,m6932a,ninjaassassin,,,FILM,2026-04-09,2026-04-10,2026-04-11,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,21,99.27,user006,user010,addik,True,True,False,True,True,DISPATCH,fr,0
letailleurdepanama-0_m9258a_2026-4-10_prise2_31420727,m9258a,letailleurdepanama,,,FILM,2026-04-09,2026-04-10,2026-04-11,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,26,115.48,user002,user010,prise2,True,True,False,True,True,DISPATCH,fr,0
untueurdansmafamille-2_3-g05917_2026-5-26_temoin_31627082,g05917,untueurdansmafamille,2,3,SERIE_EMISSION,2026-03-31,2026-05-26,2026-04-08,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,3,44.03,user006,user003,temoin,True,True,False,True,True,DISPATCH,fr,0
lesstarsdegordonramsayuk-1_101-g05762_2026-4-22_zeste_31717722,g05762,lesstarsdegordonramsayuk,1,101,SERIE_EMISSION,2026-04-09,2026-04-22,2026-04-11,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,5,61.42,user002,user010,zeste,True,True,False,True,True,DISPATCH,fr,0
mangezsainementavecjamie-1_3-g06022_2026-5-27_zeste_31620945,g06022,mangezsainementavecjamie,1,3,SERIE_EMISSION,2026-04-02,2026-05-27,2026-04-08,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,3,50.53,user007,user010,zeste,True,True,False,True,True,DISPATCH,fr,0
tuezvousetesfilme-2_207-g04903_2026-6-10_temoin_31163113,g04903,tuezvousetesfilme,2,207,SERIE_EMISSION,2026-03-31,2026-06-10,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.92,user002,,temoin,False,False,False,False,False,DISPATCH,fr,0
chacal-1_8dm02-g06092_2026-6-11_addik_31627262,g06092,chacal,1,8dm02,SERIE_EMISSION,2026-04-10,2026-06-11,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,53.42,user006,,addik,False,False,False,False,False,DISPATCH,fr,0
mangezsainementavecjamie-1_5-g06024_2026-6-10_zeste_31621018,g06024,mangezsainementavecjamie,1,5,SERIE_EMISSION,2026-04-02,2026-06-10,2026-04-03,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,5,50.73,user002,user010,zeste,True,True,False,True,True,DISPATCH,fr,0
pornopouvoiretprofit-documentairepartie2_documentairepartie2-g05994_2026-5-27_temoin_31637925,g05994,pornopouvoiretprofit,,,SERIE_EMISSION,2026-03-31,2026-05-27,2026-04-08,2026-04-10,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,10,55.58,user001,user010,temoin,True,True,False,True,True,DISPATCH,fr,0
untueurdansmafamille-2_6-g05920_2026-6-16_temoin_31626581,g05920,untueurdansmafamille,2,6,SERIE_EMISSION,2026-04-02,2026-06-16,2026-04-03,2026-04-06,2026-04-06,FAIT,FAIT,PAS_ENCORE,AI,4,44.35,user002,user010,temoin,True,True,False,True,True,DISPATCH,fr,0
lesameriques-1_vic09-g05978_2026-6-18_evasion_31620162,g05978,lesameriques,,,SERIE_EMISSION,2026-03-27,2026-06-18,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,43.47,user002,,evasion,False,False,False,False,False,DISPATCH,fr,0
mangezsainementavecjamie-1_4-g06023_2026-6-3_zeste_31620984,g06023,mangezsainementavecjamie,1,4,SERIE_EMISSION,2026-04-02,2026-06-03,2026-04-08,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,4,51.42,user008,user010,zeste,True,True,False,True,True,DISPATCH,fr,0
labatailledesburgers-1_2-g06144_2026-6-4_zeste_31692221,g06144,labatailledesburgers,1,2,SERIE_EMISSION,2026-04-02,2026-06-04,2026-04-08,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,3,45.23,user007,user010,zeste,True,True,False,True,True,DISPATCH,fr,0
pekinexpress-20_2-g06046_2026-6-17_evasion_31620001,g06046,pekinexpress,20,2,SERIE_EMISSION,2026-03-31,2026-06-17,2026-04-07,2026-04-07,2026-04-07,FAIT,FAIT,PAS_ENCORE,AI,14,118.42,user006,user003,evasion,True,True,False,True,True,DISPATCH,fr,0
untueurdansmafamille-2_5-g05919_2026-6-9_temoin_31627298,g05919,untueurdansmafamille,2,5,SERIE_EMISSION,2026-04-02,2026-06-09,2026-04-10,2026-04-10,2026-04-10,FAIT,FAIT,PAS_ENCORE,AI,6,44.07,user008,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
joshgatestraqueurdemysteres-4_406-e76717_2026-4-27_evasion_20090912,e76717,joshgatestraqueurdemysteres,4,406,SERIE_EMISSION,2026-04-08,2026-04-27,2026-04-11,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,7,44.08,user002,user010,evasion,True,True,False,True,True,DISPATCH,fr,0
jamiecuisineapetitprix-1_1-g06025_2026-6-17_zeste_31621098,g06025,jamiecuisineapetitprix,1,1,SERIE_EMISSION,2026-04-01,2026-06-17,2026-04-08,2026-04-08,2026-04-08,FAIT,FAIT,PAS_ENCORE,AI,6,49.17,user008,user010,zeste,True,True,False,True,True,DISPATCH,fr,0
destrainspascommelesautres-14_2-g05963_2026-6-22_evasion_31617873,g05963,destrainspascommelesautres,14,2,SERIE_EMISSION,2026-03-31,2026-06-22,2026-04-10,2026-04-10,2026-04-10,FAIT,FAIT,PAS_ENCORE,AI,5,52.03,user001,user010,evasion,True,True,False,True,True,DISPATCH,fr,0
joshgatestraqueurdemysteres-4_407-e76762_2026-4-27_evasion_20090945,e76762,joshgatestraqueurdemysteres,4,407,SERIE_EMISSION,2026-04-08,2026-04-27,2026-04-11,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,9,44.17,user001,user010,evasion,True,True,False,True,True,DISPATCH,fr,0
hpihautpotentielintellectuel-5_1-g04433_2026-6-18_addik_31033704,g04433,hpihautpotentielintellectuel,5,1,SERIE_EMISSION,2026-04-02,2026-06-18,2026-04-09,2026-04-09,2026-04-09,FAIT,FAIT,PAS_ENCORE,AI,17,59.8,user008,user010,addik,True,True,False,True,True,DISPATCH,fr,0
